[pcb442.tsp] run  4/30 | best= 52746 | mean=52821.00 std=448.63 | t=150.8s ETA=01:08:11
[pcb442.tsp] run  5/30 | best= 52927 | mean=52842.20 std=403.50 | t=168.0s ETA=01:06:27
[pcb442.tsp] run  6/30 | best= 52648 | mean=52809.83 std=375.39 | t=180.1s ETA=01:05:10
[pcb442.tsp] run  7/30 | best= 53107 | mean=52852.29 std=362.77 | t=169.3s ETA=01:02:48
[pcb442.tsp] run  8/30 | best= 52960 | mean=52865.75 std=341.20 | t=153.6s ETA=00:59:36
[pcb442.tsp] run  9/30 | best= 52281 | mean=52800.78 std=370.48 | t=150.7s ETA=00:56:26
[pcb442.tsp] run 10/30 | best= 52822 | mean=52802.90 std=351.52 | t=150.6s ETA=00:53:23
[pcb442.tsp] run 11/30 | best= 52680 | mean=52791.73 std=337.02 | t=151.5s ETA=00:50:28
[pcb442.tsp] run 12/30 | best= 53810 | mean=52876.58 std=428.16 | t=152.5s ETA=00:47:38
[pcb442.tsp] run 13/30 | best= 53077 | mean=52892.00 std=414.82 | t=156.3s ETA=00:44:56
[pcb442.tsp] run 14/30 | best= 52908 | mean=52893.14 std=399.75 | t=152.2s ETA=00:42:10
[pcb442.tsp] run 15/30 | best= 53569 | mean=52938.20 std=421.39 | t=153.5s ETA=00:39:27
[pcb442.tsp] run 16/30 | best= 53008 | mean=52942.56 std=408.36 | t=154.2s ETA=00:36:46
[pcb442.tsp] run 17/30 | best= 53198 | mean=52957.59 std=400.70 | t=153.8s ETA=00:34:06
[pcb442.tsp] run 18/30 | best= 53404 | mean=52982.39 std=402.61 | t=162.2s ETA=00:31:32
[pcb442.tsp] run 19/30 | best= 53066 | mean=52986.79 std=392.32 | t=176.8s ETA=00:29:05
[pcb442.tsp] run 20/30 | best= 53649 | mean=53019.90 std=408.71 | t=183.4s ETA=00:26:39
[pcb442.tsp] run 21/30 | best= 52758 | mean=53007.43 std=402.75 | t=183.9s ETA=00:24:09
[pcb442.tsp] run 22/30 | best= 52881 | mean=53001.68 std=394.37 | t=175.8s ETA=00:21:33
[pcb442.tsp] run 23/30 | best= 53282 | mean=53013.87 std=389.91 | t=176.0s ETA=00:18:56
[pcb442.tsp] run 24/30 | best= 53230 | mean=53022.88 std=384.14 | t=174.1s ETA=00:16:17
[pcb442.tsp] run 25/30 | best= 53501 | mean=53042.00 std=387.86 | t=174.7s ETA=00:13:36
[pcb442.tsp] run 26/30 | best= 53078 | mean=53043.38 std=380.39 | t=158.8s ETA=00:10:52
[pcb442.tsp] run 27/30 | best= 52187 | mean=53011.67 std=406.81 | t=154.1s ETA=00:08:08
[pcb442.tsp] run 28/30 | best= 53071 | mean=53013.79 std=399.63 | t=164.3s ETA=00:05:25
[pcb442.tsp] run 29/30 | best= 52736 | mean=53004.21 std=395.94 | t=171.6s ETA=00:02:43
[pcb442.tsp] run 30/30 | best= 53915 | mean=53034.57 std=422.22 | t=165.1s ETA=00:00:00
>> pcb442.tsp: avg=53034.57, std=422.22

>>> pr2392.tsp (n=2392) | resume from run 0/30
[pr2392.tsp] run  1/30 | best=461765 | mean=461765.00 std=  0.00 | t=2274.2s ETA=18:19:11
[pr2392.tsp] run  2/30 | best=463533 | mean=462649.00 std=884.00 | t=2067.8s ETA=16:53:08
[pr2392.tsp] run  3/30 | best=474148 | mean=466482.00 std=5468.52 | t=2053.1s ETA=15:59:16
[pr2392.tsp] run  4/30 | best=464491 | mean=465984.25 std=4813.71 | t=2172.0s ETA=15:28:06
[pr2392.tsp] run  5/30 | best=471240 | mean=467035.40 std=4791.36 | t=1553.4s ETA=14:03:22
[pr2392.tsp] run  6/30 | best=465787 | mean=466827.33 std=4398.57 | t=1397.9s ETA=12:47:53
[pr2392.tsp] run  7/30 | best=463364 | mean=466332.57 std=4248.79 | t=1368.4s ETA=11:45:42
[pr2392.tsp] run  8/30 | best=465669 | mean=466249.62 std=3980.43 | t=1541.0s ETA=11:01:16
[pr2392.tsp] run  9/30 | best=467977 | mean=466441.56 std=3791.85 | t=1315.9s ETA=10:12:15
[pr2392.tsp] run 10/30 | best=470748 | mean=466872.20 std=3822.22 | t=1327.5s ETA=09:29:02
[pr2392.tsp] run 11/30 | best=465872 | mean=466781.27 std=3655.67 | t=1513.5s ETA=08:55:01
[pr2392.tsp] run 12/30 | best=465407 | mean=466666.75 std=3520.59 | t=2035.8s ETA=08:35:30
[pr2392.tsp] run 13/30 | best=462907 | mean=466377.54 std=3527.73 | t=2014.8s ETA=08:13:20
	[pr2392.tsp] run 14/30 | best=467098 | mean=466429.00 std=3404.46 | t=1320.9s ETA=07:36:18
[pr2392.tsp] run 15/30 | best=465606 | mean=466374.13 std=3295.42 | t=1276.3s ETA=07:00:32
[pr2392.tsp] run 16/30 | best=469334 | mean=466559.12 std=3270.23 | t=1280.9s ETA=06:26:39
[pr2392.tsp] run 17/30 | best=467615 | mean=466621.24 std=3182.30 | t=1208.6s ETA=05:53:19
[pr2392.tsp] run 18/30 | best=473626 | mean=467010.39 std=3484.10 | t=1173.6s ETA=05:21:03
[pr2392.tsp] run 19/30 | best=462462 | mean=466771.00 std=3539.99 | t=1189.6s ETA=04:50:17
[pr2392.tsp] run 20/30 | best=464596 | mean=466662.25 std=3482.77 | t=1180.7s ETA=04:20:32
[pr2392.tsp] run 21/30 | best=461106 | mean=466397.67 std=3598.91 | t=1185.9s ETA=03:51:47
[pr2392.tsp] run 22/30 | best=469551 | mean=466541.00 std=3576.99 | t=1195.7s ETA=03:23:55
[pr2392.tsp] run 23/30 | best=462614 | mean=466370.26 std=3588.86 | t=1191.7s ETA=02:56:43
[pr2392.tsp] run 24/30 | best=466882 | mean=466391.58 std=3514.78 | t=1176.9s ETA=02:30:04
[pr2392.tsp] run 25/30 | best=471002 | mean=466576.00 std=3560.31 | t=1187.2s ETA=02:04:00
[pr2392.tsp] run 26/30 | best=466100 | mean=466557.69 std=3492.37 | t=1185.2s ETA=01:38:25
[pr2392.tsp] run 27/30 | best=466715 | mean=466563.52 std=3427.21 | t=1189.1s ETA=01:13:17
[pr2392.tsp] run 28/30 | best=472064 | mean=466759.96 std=3516.85 | t=1202.6s ETA=00:48:32
[pr2392.tsp] run 29/30 | best=463069 | mean=466632.69 std=3520.70 | t=1191.9s ETA=00:24:07
[pr2392.tsp] run 30/30 | best=460718 | mean=466435.53 std=3620.69 | t=1191.2s ETA=00:00:00
>> pr2392.tsp: avg=466435.53, std=3620.69

>>> usa13509.tsp (n=13509) | resume from run 0/30
